1492866114000[,,,,,,]$锦龙股份(SZ000712)$排中小板17位
1492079641000[,,,,,,]其实每天我嘻嘻哈哈并非是什么都不知道吓吹水。这种长期的潜伏，无聊的时候还能干嘛呢，和球友吹吹水也是很有意思的。我是失败过的。那时刚入市一年左右，牛市高点中信证券37我开始建仓一路建仓到26割肉。损失惨重。这是我最失败的地方，当时看高到50。哈哈。现在想起也是蛮搞笑的。后来 格林美，北斗星通，锦龙股份，一路顺风潜伏的收益不错。有个组合可以参考，实盘基本是同步买入的，但是我可以真实的告诉你们我实盘的收益连组合的三分之一都没有。 为什么这种情况呢，因为我的期间不停的做T。。。成本每降低下来，反而越来越高了。。。可以看出我的做T技术多差了吧。。。后面也发现了一些问题，比如自己不适合做T。我的选股还是可以的，但是没有坚守的信心和耐心。在爆发的前期洗出去常有的，然后涨起来又进去。成本越来越高了。最后还不如不做T赚的多。组合就是没做T的产物。。。哈哈（那些想说爆发前买入的你们去升仙吧）在潜伏一只股票前我会参考股东组成，市场未来风向，基本面，技术面等等还有一些研报，并非是无脑看多。只有心里对标的十分了解，信心才会有，才不会不坚定。这在如今看来当年的很多卖飞是必然的，因为没有信仰。去年一年的收益就是20%本来是百分之34的，年尾输错代码吃了一个跌停。是不是很戏剧。当时那段时间诸事不顺，惨到想哭。还有很多其他事情我就不说了，也没人想听苦水。鸿博今天早盘就看跌的，怎么得出的结论？复盘，每天晚上我都会用level2 仔细看看当天的变化，白天现在我大部分时间现在是懒得看的。对了，今天鸿博跌倒了我的成本线，但是我并不慌。后面继续跌也很正常。很多人说鸿博是一个无庄的股。哈哈 我持反对意见，这里绝对有一个奸诈狡猾的庄。脑子不清醒，不知道说了什么。哈哈 70个点目标不变。 
1492073004000[,,,,,,]******本文仅用于概率研究，不作为投资建议******股票名称	：	五日涨幅%	。601800 中国交建	：	-2.14%	。600570 恒生电子	：	-6.29%	。601928 凤凰传媒	：	0.59%	。600588 用友网络	：	-0.11%	。000712 锦龙股份	：	-0.54%	。000917 电广传媒	：	4.18%	。002081 金 螳 螂	：	-2.64%	。600685 中船防务	：	15.69%	。601958 金钼股份	：	1.60%	。000792 盐湖股份	：	-1.91%	。十支股票平均	：	0.84%	。000300沪深300指数	：	0.30%	。
1492064228000[,,,,,,]数据显示，券商板块中，昨日有21只个股实现逆市上涨，华泰证券、锦龙股份、西部证券、国金证券等个股涨幅在1%以上，资金面上，中信证券昨日大单资金净流入居首，达到15770.92万元，大单资金净流入在1000万元以上的个股还包括：国金证券、华泰证券、兴业证券、国泰君安、国海证券、西部证券、东吴证券、光大证券、招商证券。对于券商板块逆市走强的原因，市场普遍认为是由于券商3月份整体业绩回暖，使得基本面与股价走势背离。最新研报显示，2017年3月份，30家上市券商共实现净利润为116亿元，环比大幅增长135%，在2016年3月份较高基数的背景下同比小幅下滑14%。通过横向对比可以看到，华泰证券、国泰君安证券、中信证券3家券商盈利能力最强，净利润分别为27亿元、13亿元、10亿元（其中，华泰证券有20亿元来自于华泰联合分红）；华泰证券、山西证券、东兴证券3家券商的成长性最佳，净利润同比增速分别为259%、77%、33%。麟龙科技指出，伴随着基本面的显著回暖，券商板块的投资机会也被诸多机构所看好，4月份以来包括广发证券、招商证券、东北证券、华创证券等逾20家研究机构均明确看好券商板块的配置价值，认为券商板块二季度估值修复需求强烈。综合上述机构的观点来看，以下四大逻辑有望在后市助推板块持续走强。第一，交投热情提升，经纪业务被看好，自3月中旬以来，两市日均成交额整体呈现逐周增长态势，特别是近期在较高的赚钱效应带动下，4月11日两市成交额年内首次突破7000亿元，场外资金入场迹象逐渐清晰。第二，今年6月份A股将第四次冲击“入摩”，随着本次A股纳入MSCI指数的预期逐渐增强，机构普遍认为二季度将成为券商本年度的蜜月期。第三，低估值优势，目前券商板块走势已连续多周与大盘分化，整体估值维持在22倍市盈率附近的历史较低水平，具备较强估值修复需求。第四，IPO发行速度平稳，目前IPO维持在一周获批10家公司左右的速度，预计今年IPO发行超过400家公司（截至目前IPO发行141家公司），IPO融资金额为2200亿元-2300亿元左右，延伸券商与上市公司长期业务合作生态链条，几何级扩大券商“资产端”蛋糕，并且提振今年投行整体收入。
1492060937000[,,,,,,]$锦龙股份(SZ000712)$发审委的会议公告是收市才发么？
1492052485000[,,,,,,]$东莞控股(SZ000828)$ 湾区会回来的，上升途中得小回调为买入，等待东莞证券的到来。
1492043648000[,,,,,,]$锦龙股份(SZ000712)$ 昨天冲高回落，不及预期。今天又是周四理论上来说今天，肯定涨幅超过4%。不过我还是想涨停 
1491988558000[,,,,,,]$锦龙股份(SZ000712)$  昨天入的今天出了！ 明天感觉是做T 的好日子
1491983248000[,,,,,,]******本文仅用于概率研究，不作为投资建议******股票名称	：	五日涨幅%	。000977浪潮信息	：	3.68%	。300144宋城演艺	：	3.19%	。000712锦龙股份	：	0.98%	。000999华润三九	：	-1.00%	。600031三一重工	：	1.94%	。600398海澜之家	：	5.35%	。600446金证股份	：	-0.38%	。600016民生银行	：	-0.83%	。600873梅花生物	：	-2.99%	。000709河钢股份	：	61.22%	。十支股票平均	：	7.12%	。000300沪深300指数	：	1.77%	。
1491981260000[,,,,,,]【20170412操作总结】1、大盘：下跌。2、热点：雄安概念。3、均线：收5日线下，10，20日均线上。4、操作指数：5。5、操作：今天买入国元证券，目前持有老白干酒(SH600559)，国元证券。国元证券是早上买的，然后下午就吃套了，不过还是有信心的。。 今天雄安概念股大分化，龙头继续涨停，跌停的也一大片，其实从昨天下午就看到一些端倪，湾区概念的出现必然分流资金，再加上雄安概念股已经几个涨停，一些沾边概念股必然开始调整。昨天尾盘犹豫了一下，错过了东莞控股，可惜了。今天东莞控股和锦龙股份都涨得不错。
1491976632000[,,,,,,]雄安新区概念午后回暖，今日开板个股中，龙一河钢股份封板，龙二荣盛发展冲板，龙三华夏幸福涨5%。粤港澳大湾区午后继续发酵，佛山本地股佛塑科技急速拉升，龙二锦龙股份跟涨。果然下午盘面热闹多了，看来大家都是英雄所见略同，先看看局面是否能搞？
1491974936000[,,,,,,]$锦龙股份(SZ000712)$ 快上车啊，座位有限。
1491974684000[,,,,,,]$锦龙股份(SZ000712)$ 这个才是券商龙头 
1491974499000[,,,,,,]看这阵势，东莞证券要过会了？
1491974406000[,,,,,,]【锦龙股份 东莞控股】又开始表现？？
1491972714000[,,,,,,]$锦龙股份(SZ000712)$你也不跟东莞控股学学，都是一个屋檐下，差距咋这么大尼？
1491971895000[,,,,,,]$锦龙股份(SZ000712)$ 蠢蠢欲动。……
1491955577000[,,,,,,]$*ST天仪(SZ000710)$可参考锦龙股份，2月份发布公司单位行贿罪被起诉，跌停，比大股东股权冻结严重吧。都涨回来了。
1491945526000[,,,,,,]$锦龙股份(SZ000712)$ 主力借中止定增打压， 下跌就是买入良机。
1491921477000[,,,,,,]$锦龙股份(SZ000712)$$东莞控股(SZ000828)$‘我们’也属于粤澳湾好吧，对眼瞎资金表示抗议！
1491897106000[,,,,,,]回复: 我认为一旦过会行情就结束了，因为没有了不确定性。//:回复:估计行情启动应该从过会开始，打新结束！最大的不确定是锦龙股份与杨云峰行贿的事情（一个是单一大股东，一个是曾经的董事），是否影响东莞证券过会与否？
1491894220000[,,,,,,]$锦龙股份(SZ000712)$今日加仓，没有T，，有主力出货，严重看好!
1491882940000[,,,,,,]【锦龙股份】IPO影子股该如何套利  (trader1234)  IPO影子股是指那些参股了拟上市企业股权的上市公司股票。如果参股的公司成功上市，那么对上市公司属于利好。影子股一般会有不错的表现。首先说一下股票IPO的审批流程：已受理→收到反馈→已反馈→预先披露更新→已通过发审会→获得批文→正式上市选择影子股的要点持股比例高，最好在15%以上新股上市投资收益占总资产20%华安证券影子股案例重要时间节点及影子股价格东方创业持有拟上市公司华安证券8.68%股权，24,500万股，根据华安证券的招股说明书，华安证券2015年每股收益0.66元。考虑到2015年是牛市的特殊情况，预计2016年每股收益不高于0.66元，我们按照60倍市盈率来计算，东方创业将会获得投资收益0.66*60*2.45亿-2.45亿=94.57亿元。东方创业总股本5.22亿股，因此每股投资收益约94.57/5.22=18.12元/股锦龙股份投资逻辑东莞证券进度与影子股价格通过东莞证券的招股说明书我们可以发现，锦龙股份持有拟上市公司东莞证券40%的股权，60,000万股，根据东莞证券的招股说明书，东莞证券2015年每股收益0.97元，2016上半年度0.23年，同样考虑到2015年的牛市情况，我们假设2016年东莞证券的每股收益为0.5元。我们比照近期上市的华安证券、中原证券等60倍市盈率计算，锦龙股份将会从东莞证券上市获得的投资收益为0.5*60*6亿-6亿=174亿元。锦龙股份最新总股本为8.96亿股，因此每股投资收益约174/8.96=19.41元/股。        虽然无法减持，但投资带来的收益足以增厚影子股的业绩收益。因此，未来锦龙股份作为东莞证券的影子股，很有可能走出和东方创业一致的走势。长线看好。风险提示：东莞证券上市被否，大盘走势恶化藏镜人信息不对称的搬运工。Keep it simple,stupid。长按二维码关注。
