1492819187000[,,,,,,]//:我刚打赏了这个帖子 ¥1，也推荐给你。
1492785415000[,,,,,,]转发；雄安全网络最深刻的分析　　清明小长假至今，市场最吸睛的，无疑是雄安股的走势了。从最初的横空出世，到如今的落寞连跌，画风变化之大如同短短半个多月经历了沧海桑田。　　有不少朋友在雄安概念上遭受了损失，此刻，与其说一些安慰的话，不如深刻分析这次“雄安事变”的成因与机理，因为，我相信每个朋友都是股市里身经百战的勇士，对于勇士，安慰是一种羞辱，勇士们不需要安慰，自会重整旗鼓，因为勇士精神永恒不倒。　　同时，如果能真正反思这次投资的利弊得失，并从中分析出当下中国股市的投机心理和情绪变化的微妙痕迹，从而给未来的投资带来更坚实的基础，不失为上佳之策。应该说，很少能有如此典型的案例，可以作为素材去深刻洞悉和解析投资者的群体心态，以及那种羊群般的心理在资本市场所可能导致的结局。　　首先必须看到，资本市场其实是由乌合之众所构成。这是由人类的平均智商所决定的。人类的平均智商占据着人类群体的绝对主流，这决定了股市的参与者们多数都在智商上属于普通人，所谓普通人，就是有着寻常人普通的资质、洞察力、前瞻力、心理承受力……我们必须深入思考当一件事情发生时，普通人的认知能力所能抵达的认知程度，而不是该事件真正的本质。　　真正的本质，如果普通人根本看不到，那么，你去研究其本质，固然有哲学上的价值，但对于股市投资来说，是无意义的。　　因此，在这篇文章中，我首先摒弃了对“雄安”本质意义的探讨。因为它对于二级市场的炒作是无意义的。（能理解这一观点需要超出普通人的悟性，请无法理解的朋友多思考几次。）　　那么，普通人的理解力程度之内，对雄安是如何认知的呢？分析这一点，我们必须看到，普通人作为乌合之众，他们的观点历来是不坚定的，而且历来习惯于事后逆推。　　也就是说，如果雄安概念的炒作轰轰烈烈超过2013年的上海自贸区行情，那么，普通人就会逆推认为：雄安是比上海自贸区级别更高的举措，并互相怂恿，不断夸大雄安的宏伟，最终甚至神话为一座“天使之城”；而如果雄安概念的炒作以截止目前这样的态势最终偃旗息鼓，普通人则会逆推认为：雄安是不如上海自贸区级别的举措，并以不断贬低雄安来发泄愤怒，口诛笔伐，甚至可能把雄安踩踏成一堆狗屎。　　是的，普通人就是如此势利、如此”以结果论英雄“，中国当下尤其是一个庸俗的”以成败论英雄“的时代。这也因为大多数人局限于寻常的认知智识，缺乏洞察分辨”英雄“的能力，于是只好用成败的结果，去逆推是不是”英雄“。　　因此，虽然我个人认为，雄安应该是级别高于上海自贸区的举措。　　然而，这却并不重要。　　上述普通人的心理机理和认知能力，决定了并非举措越大，对应的股市炒作就能越大。　　资本市场的炒作往往是普通人作为乌合之众在偶然因素及某些煽风点火因素的作用下，所产生的群体心理释放。亦即通俗所说的”天时、地利、人和“的综合触发。　　级别本来高于上海自贸区的雄安，之所以在股市走出迥异于上海自贸区炒作的走势，归根到底，其实是当下资本市场里”天时、地利、人和“这三个要素与2013年秋季巨大区别所导致。　　一，天时：　　主要涉及两点：　　1，资金层面。　　2014年秋季，股市里散户股民的资金量，其实是比现在多很多的，那时，尚未遭受2015年之后三轮股灾的绞杀，许多散户、中户、大户，资金都比他们目前充沛。这决定了游资炒作上海自贸区概念时，跟风的资金远比目前充沛。　　2，心理层面。　　2014年秋季之前，虽然大盘股并无太大起色，创业板已经经历了一年多的长牛，网宿科技等长线牛股已经涨幅10倍以上，刺激着广大股民积极进取的心。而2017年4月，经历了几轮股灾后多数股民心里伤痕累累，2016年真正赚大钱的股民所占比例也很少，这必然使炒作不具备2014年秋那样大胆的群体心理。　　二，地利：　　这主要指监管层对市场的监管态势。众所周知，由于刘士余的强势行为，使监管的”人治“程度达到了怎样的情形。这是和2104年秋季迥然不同的。　　三，人和：　　这一点，值得做最深入的探讨。　　1，上海自贸区的既有经验，导致了所有参与者出现了一致性预期。　　我们知道，越是有分歧，行情才越能走得更远。上海自贸区炒作之初，分歧很大，几乎没有任何人料到会批量出现短期涨幅两三倍的巨牛股。所以，起初很多人因认识不足，是并未第一时间抢筹的。于是，根据认识的先后，出现了不同阶段的介入接盘者，使得行情有序进行。　　而这一次，正是因为上海自贸区给了人们太强烈的思维定式，导致所有人从一开始就坚信雄安股里的龙头起码翻倍。于是，所有人急于在第一时间介入，其后果是两个：　　第一，导致在低位谁也买不到筹码。雄安的龙头股普遍五至七个一字板，介入成本太高。　　第二，因认识的一致性，导致缺乏筹码的递进，筹码要么买不到，而一旦买到，则因想买的人全都买了，后继乏人，缺乏换手后进一步在更高位置接盘的人。　　以我本人为例，我在4月初是很看好雄安概念股的，但4月15日星期六，和守望兄、周兄等一起交流时，我就明确表示了一个担心：当所有大户、中户、散户都一致看好时，这种没有差别的看好，如何找到接盘的递进性呢？因此，我正是在那个周末，开始在文章中建议大家减仓。　　2，高位接盘者的囚徒困境。　　正是因为高度的一致性导致多达六个涨停板之后才出现高位换手，加之雄安主流品种的流通体量太大。有据可查的数据是：　　华夏幸福开板后几天套住至少250亿元，金隅股份开板后几天套住至少200亿元，河钢开板后几天套住至少120亿元，荣盛发展开板后几天套住至少100亿元，首创股份高位拐头后几天套住至少100亿元，冀东水泥开板后几天套住至少120亿元，唐山港开板后几天套住至少80亿元，保变电器高位拐头后套住至少50亿元，首航节能开板后几天套住至少70亿元，棕榈股份高位拐头后套住至少80亿元，巨力索具开板后几天套住至少50亿元，京汉股份开板后几天套住至少100亿元，韩建河山开板后几天套住至少50亿元，以上简单相加，已经是1370万元人民币，如果把其他小盘雄安股高位被套资金加进来，至少有1500亿元市场最活跃最勇猛的流动性资金，被套在了雄安板块的高位。　　在市场里的短线流动性热钱经过三轮股灾洗礼以及2016年的乏味震荡阶段消耗之后，实际上目前并不太多，并且，由于显而易见的投资偏好，那些做价值投资的资金，是不可能来买雄安概念股的，因此，上述1500亿元被套资金，几乎不可能找到解套的接力者。　　我本人之所以彻底从雄安板块撤离，主要原因，就是看到华夏幸福套牢筹码太过巨大，4月16日见其他几只龙头股套住的资金量合计数据也过于巨大，估计后面难以有更多承接资金，因此在4月19日中午明确发出建议彻底空仓的文章。　　总的说来，高位成交过大的几只龙头股，未来难以乐观。其中，尤其是华夏幸福、京汉股份这两只票，更是不可能再上攻这次的头部。原因简单：华夏幸福在高位成交筹码太过巨大；京汉股份在一字板之前明显有做局资金。　　因此，即使其他高位被套的资金试图自救，但华夏幸福和京汉股份非常明显的不可能突破前高，给整个雄安板块投下了阴影。　　尤其是，以上套牢资金的统计数据，在互联网和自媒体高度发达的今天，早已经通过各种微信群广为传播，成为了公开的秘密，使得任何试图拉高的资金，不得不考虑跟风者会不会又足够的参与度。　　如此一来，高位被套的筹码在后面很可能演变为囚徒困境，使得后市难以组织起有效的反击。　　亦即：雄安板块因这个原因，而比较难以出现力度强的”第二波“，后市有演变成反复阴跌的可能性。可参看三江购物在2016年12月21日之后的走势，以及浙江东日在2012年4月25日之后的走势。　　以上，我深入分析雄安炒作失败的原因和机理。希望能给朋友们一些思考的启迪。　　对于雄安股的后市，我的看法是：体量大的股票阴跌可能性居大，但自救资金有可能在跌到一定程度后，选择某些小盘雄安股进行拉高，试图吸引市场跟风资金，从而力图在稍好一些的价格上卖出被套筹码，减少一些损失。　　因此，未来某些小盘雄安股，可能存在一些投机机会。　　前事不忘，后事之师，雄安股的本次炒作，无论成败，在平复心情之后，我认为其实是具有比金钱上的得失更为重要的意义的。因此我写出这篇文章。　　本文的标题有点夸张，其实是我的营销手段，目的是用夸张的标题吸引更多人来阅读，至于此文到底写得深刻与否，肯定是仁者见仁智者见智，必然有许多人对雄安的认识比我深刻得多，但一来他们作为高人爱惜羽毛，未必愿意写成文字，二来也许有人写了并且比我深刻，但我没看到，那么我就装作不知道好了，如果硬要拿出来和我比，我表态：不用比了，我认输就是。哈哈。
1492785275000[,,,,,,]$华夏幸福(SH600340)$ 很多人担心融资盘爆仓，我觉得没有必要担心，股灾后各大券商的杠杆率都降低了，打个比方，2015年股灾前，拿100万中国南车满融是220万，现在华夏幸福100万仓位满融也就180万，至少可以扛得住4个跌停，华夏幸福会到30以下吗。我觉得这是个极小概率事件，所以淡定持股吧。
1492785267000[,,,,,,]党章和党报轮番禁止雄安板块股票和地产炒作，刘事余还没没出手啊就这样？至4月19日，华夏幸福融资余额已经达到48.65亿元，较4月11日增加84.96%。。唐山港、首创股份、金隅股份，冀东水泥、荣盛发展、建投能源以及河钢股份，天津港，首钢股份融资余额均大增。10个股融资余额达200亿，唐山港本周下跌22%、冀东水泥周18.21%，这些亢奋融资盘处于深度套牢之中，小盘非融资股才是各位慢慢的选择
1492784480000[,,,,,,]$华夏幸福(SH600340)$刘死鱼国家队
1492784282000[,,,,,,]$华夏幸福(SH600340)$  要是被重新拿回30元以内。。那真是一个神奇的故事。。
1492784184000[,,,,,,]除了华夏幸福等少数绩优股，这其中的多数可能多年都不会再来到这个位置。
1492784071000[,,,,,,]那个铁路，那个圈，是多么令人惊艳的大手笔！哎，大国重器，福兮祸兮。取舍之道，静待洗礼。等尘埃落定......
1492783921000[,,,,,,]阵亡将士名单！千古！永垂不朽！华夏幸福开板后几天套住至少250亿元，金隅股份开板后几天套住至少200亿元，河钢开板后几天套住至少120亿元，荣盛发展开板后几天套住至少100亿元，首创股份高位拐头后几天套住至少100亿元，冀东水泥开板后几天套住至少120亿元，唐山港开板后几天套住至少80亿元，保变电器高位拐头后套住至少50亿元，首航节能开板后几天套住至少70亿元，棕榈股份高位拐头后套住至少80亿元，巨力索具开板后几天套住至少50亿元，京汉股份开板后几天套住至少100亿元，韩建河山开板后几天套住至少50亿元，以上简单相加，已经是1370亿元人民币，如果把其他小盘雄安股高位被套资金加进来，至少有1500亿元市场最活跃最勇猛的流动性资金，被套在了雄安板块的高位。
1492783883000[,,,,,,]$华夏幸福(SH600340)$ 有多少人又能真正理解华为和华夏幸福的战略合作呢 
1492783605000[,,,,,,]$华夏幸福(SH600340)$   【雄安大捷】股历2017年春，天朝假以上巡视，设千年大计伏兵于雄安，诱流寇游资于此，尚书士余督军阵前，历半月合围歼之，坑杀游资千亿，史称雄安大捷。
1492783416000[,,,,,,]$华夏幸福(SH600340)$ 不预测股价，就谈一个事实。经历过雄安的暴涨暴跌之后，关注华夏幸福的人是不是多了，这个价值是不是会在广大多空头的辩论中越来越明了呢。 
1492783363000[,,,,,,]雄安大捷         雄安大捷(又称雄安歼灭战)是中国资本市场上著名的一场战役。2017年4月上旬，以中证金、汇金为代表的国家队，及有中信证券御林军背景的成泉资本，及有各路消息灵通资源的突击队，在我国晋察冀雄安新区成功联合狙击了采用人海战术进行扫荡的游资机构和傻散的扫荡。此战由汇金、中证金等国家正规军做主攻，成泉资本等突击队协作，利用政策媒体诱敌深入，在战役最惨烈的2017年4月12日一举击溃上千亿的游资机构和散户杂牌军，4月12日发生在主战场金隅股份一役堪称世界资本市场恶战的经典之役，早盘9：25分集合竞价之时，游资机构及散户调集150余亿的资金强攻金隅股份，国家队和成泉资本等以迅雷不及掩耳之势，用巡航导弹、弹道导弹，集束炸弹、毒气弹、白磷弹等对游资机构和傻散发起了猛烈攻击，打得游资机构自相残杀、人仰马翻，乱成一团，此役的经典战术堪称经典，可以成为教科书一样的模版，当天早盘集合竞价之际，国家队和成泉资本通过单笔上亿股的大单，先对游资机构进行迎头痛击，然后双方在9.08元涨停位展开激烈厮杀，国家队和成泉资本倾尽所有弹药粉碎了游资散户的持续的进攻。同时，国家队和成泉资本在京汉股份、冀东水泥、荣盛发展等分战场，同时展开对游资机构和傻散进行分割围歼，双方通过短兵相接的白刃肉搏战，敲碎了数百个质量一流的键盘。      在分战场华夏幸福上，激战同样激烈，中证金、汇金等利用9362万股的重炮，对游资机构进行了疯狂的狙击，尤其是成泉资本为了能和国家队并肩作战，从拿到营业执照到取得私募备案资格仅仅用了半个月时间，成泉资本为了能协同好国家队完成狙击任务，从中信证券抽调多位精英，同时得到后方中信高管及内部员工在资金上的鼎力支持，通过快马加鞭的方式在春节后雄安大战打响之前及时干到主战场，然后在战役打响后冲在前面，不畏惧自身安慰，通过加杠杆、突击发信托等主动备战的方式囤积了巨量弹药，然后在4月12日攻坚战最激烈之刻，协同国家队完成了对游资散户的统计之战。       本次雄安战役，国家队和成泉资本击毙游资机构1000余个，击毁散户150万个，消灭融资180亿，干到爆仓的大户6000余个，国家队和成泉资本耗费弹药近1000亿，在激战最惨烈的4月12日拍坏键盘148个，其他战利品还有山炮1000余门，机枪250余挺，火炮1门，以及大批军用物资，还有数百个已经爆仓的空融资账户400余个。雄安大捷是2015年6月份国家队托盘失败之后正规军的第一个大胜利，所以对我军日后能围剿更多的土匪、游资、机构给与了强烈的信心支持。而雄安大捷，有力地打击了游资机构的嚣张气焰，打破了游资机构不可战胜的神话，极大地振奋了全国各级军民的信心，提高了民心、士气，使全国人民看到了中国A股市场能砸回2000点的希望所在。正是在士气上彻底打败了游资不败的神话，为此雄安大捷后，中国A股市场开始闪崩不断，很多游资机构散户开始自相残杀，每天一字板的股票满屏皆是。       在游资机构和散户被全部歼灭后，有媒体记者采访成泉资本的总指挥——胡继光，胡总指挥丝毫没有主动邀功，相反很谦虚的说能和国家队并肩作战也是无限的光荣，但这次能配合主力部队成功击溃游资机构和散户，只是源于指战员日常的高素质训练，也是真个个团队积极向上、富有活力、具有强大执行力和协作能力的具体体现。胡总指挥的谦虚，更加让我们理解了御林军中信证券的技战术能力确实独树一帜，同时也让广大群众对人民子弟兵的高素质、谦虚美德更加敬佩有加。
