1492814400000[,,,,,,]分得这么少，套路却不少，中国建筑你行。
1491981559000[,,,,,,]【上证50尾盘急速下挫，中国平安、兴业银行大笔卖单现深V】上证50尾盘急速下挫，中国中铁、中国交建、中国铁建、中国建筑等纷纷下跌。中国平安出现大笔卖单，一度跌逾3%，目前跌2%。兴业银行盘中出现10万手大卖单，一度下跌逾7%，随后快速收回失地。也不知是否是XX队为了打击过热的炒作。反正是我的中国#神华，尾盘小幅拉的挺好，突然就被三个大单给砸下来了。害得我只好止损，不过还好只是浮亏不到一毛。太坏了，只许州官放火。。。
1491981055000[,,,,,,]全天两市大盘低开低走，尾盘小幅跳水！雄安概念王中王个股表现出色，连续六连板！本大都督麾下猛将中国建筑二傍上金主！一遇风云便化龙！冲击涨停，勇创新高，甚感欣慰！锁定金鼎股战场，你的股市人生从此与众不同，明天不见不散！郑重声明：本直播所关注板块或个股均属于盘面解盘及盘中关注，或盘中实时分析。均不属于推荐，据此操作，风险自负！
1491980791000[,,,,,,]$中国建筑(SH601668)$全天大部分时间都在水下。收盘跌0.19大洋。晚上年报发布，今天这走势1.主升前挤压浮筹？；2.先跌两毛晚上再分两毛红利娱乐一下？。呵呵纯属瞎掰，只有等晚上消息了。
1491980437000[,,,,,,]【上证50尾盘急速下挫，中国平安、兴业银行大笔卖单现深V】上证50尾盘急速下挫，中国中铁、中国交建、中国铁建、中国建筑等纷纷下跌。中国平安出现大笔卖单，一度跌逾3%，目前跌2%。兴业银行盘中出现10万手大卖单，一度下跌逾7%，随后快速收回失地。
1491980272000[,,,,,,]$中国建筑(SH601668)$头脑一热 满仓中国建筑
1491980228000[,,,,,,]$中国建筑(SH601668)$ 今天有点风平浪静啊
1491979870000[,,,,,,]$中国建筑(SH601668)$ 不行了
1491978629000[,,,,,,]$中国建筑(SH601668)$今天走这样几个意思，年报不佳？
1491977916000[,,,,,,]$中国建筑(SH601668)$我最后2层仓挂在10.26  大家帮我砸一下谢谢
1491975858000[,,,,,,]$中国建筑(SH601668)$各位今天都买好票上车啦，别怪我没提醒各位！
1491973869000[,,,,,,]昨日临近尾盘，唐山港、河钢股份、华夏幸福等多股雄安概念股开板，遭砸盘！查询唐山港交易记录可以看出，唐山港卖盘正好是中国证券金融公司的5600多万股，疑遭证金公司抛弃。    河钢股份首单砸盘是990000手，合计9900万股，查询河钢十大流通股东发现，符合条件的只有中国证券金融股份有限公公司；华夏幸福约299000+350000近650000手，合计6500万股，查询华夏十大流通股东发现，符合条件的只有中国证券金融股份有限公公司；即便大股东卖出需要提前公告，而且两只股同一时间大举卖出，符合条件的证金的可能性很大。     GJD出逃，很多韭菜的心都凌乱了，妈妈啊，妈妈都跑了呢！剩下的怎么办？      如果你真是这个心理，说明你确实还没有长大，依然只是嘴上挂着个奶瓶的嫩韭菜！     本都督开始当嫩韭菜的时候，还是20年前，转眼间，沧海确实都变成了高楼大厦，但是心态已经越来越好，从容地面对市场的每一天，不为缤纷多彩的各路消息所影响。      稍微有点常识，认真想一想，雄安板块都不会那么快结束，让一座国际一流的现代化大城市拔地而起，矗立在天子脚下，不是一日之功！     千年大计，千年之后很多都灰飞烟灭了，谁都无法预测！     但是很多上市公司都确实能够直接受益这个是实实在在的，是看的到，摸得着的！     无论GJD走还是不走，悉听尊便，但是依然会有更多的一线游资闻到猎物身上的芳香!     所以，调整就是机会，即便被套也不必怨天尤人，唉声叹气，如果说才炒了一周你的雄安板块最终亏钱了，那一定是个假雄安！     本都督绝对不错过每一次真正龙头调整的机会！     昨日中午我们文章还在分析说朝鲜半岛有火药的味道，不排除美帝去扇几巴掌！当然，美帝可是说的斩首啊！     不好，上次三胖已经明确对我们大陆网友发出警告了，不允许，只能喊金主席，金委员长！     想想上次JZN的遭遇，本都督心里一阵发凉，得去招聘几个彪形大汉做保镖了！或者是时候给铜锣湾的陈浩南打个电话了!     玩笑归玩笑，不过本都督坚定看好的航天军工股昨日全部刷出新高！     而我们深度调研的中国建筑二之招商蛇口今日一度涨停！     我们一再用事实证实了我们的投研能力以及权威性！     别看指数没有太大波动，但是这两天很多个股跌得鼻青脸肿！能够赚钱其实也很不容易的！     只因为你是金鼎股战场铁杆粉丝！     专业源于专注，赚钱源于信任！    仅此而已！
1491973165000[,,,,,,]$中国建筑(SH601668)$ 预估一季度新签合同额3800亿左右，下午再撸点
1491973094000[,,,,,,]咋的那，要发行大票华融了么？邮储，电网，你们请排好队。请把中国建筑拉上去先。
1491973027000[,,,,,,]$中国建筑(SH601668)$ 一带一路四天王踩线的你懂的。
1491972566000[,,,,,,]$众泰一家(ZH551384)$@林机昨日临近尾盘，唐山港、河钢股份、华夏幸福等多股雄安概念股开板，遭砸盘！   查询唐山港交易记录可以看出，唐山港卖盘正好是中国证券金融公司的5600多万股，疑遭证金公司抛弃。   河钢股份首单砸盘是990000手，合计9900万股，查询河钢十大流通股东发现，符合条件的只有中国证券金融股份有限公公司；华夏幸福约299000+350000近650000手，合计6500万股，查询华夏十大流通股东发现，符合条件的只有中国证券金融股份有限公公司；即便大股东卖出需要提前公告，而且两只股同一时间大举卖出，符合条件的证金的可能性很大。   GJD出逃，很多韭菜的心都凌乱了，妈妈啊，妈妈都跑了呢！剩下的怎么办？   如果你真是这个心理，说明你确实还没有长大，依然只是嘴上挂着个奶瓶的嫩韭菜！   本都督开始当嫩韭菜的时候，还是20年前，转眼间，沧海确实都变成了高楼大厦，但是心态已经越来越好，从容地面对市场的每一天，不为缤纷多彩的各路消息所影响。   稍微有点常识，认真想一想，雄安板块都不会那么快结束，让一座国际一流的现代化大城市拔地而起，矗立在天子脚下，不是一日之功！   千年大计，千年之后很多都灰飞烟灭了，这个谁都无法预测！   但是至少未来十年内很多上市公司都确实能够直接受益这个新区的建设，这个是实实在在的，是看的到，摸得着的！   无论GJD走还是不走，悉听尊便，但是依然会有更多的一线游资闻到猎物身上的芳香!即便暂时被嘎了牙，但是也会享受到美味！  所以，调整就是机会，即便被套也不必怨天尤人，唉声叹气，如果说才炒了一周你的雄安板块最终亏钱了，那一定是个假雄安！  至少，本都督绝对不错过每一次真正龙头调整的机会！ 昨日中午我们文章还在分析说朝鲜半岛有火药的味道，不排除美帝去扇金三胖几巴掌！当然，美帝可是说的斩首啊！  不好，上次三胖已经明确对我们大陆网友发出警告了，不允许金三胖，只能喊金主席，金委员长！  想想上次金正男的遭遇，本都督心里一阵发凉，得去招聘几个彪形大汉做保镖了！或者是时候给铜锣湾的陈浩男打个电话了！  玩笑归玩笑，不过本都督坚定看好的航天军工股昨日全部刷出新高！我们的周一的每日一股之航母概念中船防务短线刚好10%！  而我们深度调研的中国建筑二之招商蛇口今日一度涨停！  我们一再用事实证实了我们的投研能力以及权威性！  别看指数没有太大波动，但是这两天很多个股跌得鼻青脸肿！能够赚钱其实也很不容易的！
1491970853000[,,,,,,]$中国建筑(SH601668)$【国资委:中国建筑中标亚投行办公场所项目C标段 中标额约18.8亿元】该项目位于北京奥林匹克公园中心区，是国家重点建设项目，建成后将成为亚投行总部永久办公场所。@老布 帮着大户们解套
1491969248000[,,,,,,]$中国建筑(SH601668)$ 发现中建今年营业收入大约有1万亿，列A股上市公司第3名了，前两名是中石化和中石油...那两桶油市值7000亿和1.4万亿，中建3000亿只排第16啊，不相称！
1491968665000[,,,,,,]$中国建筑(SH601668)$ 万事俱备，只欠东风。年报就是东风。
1491968495000[,,,,,,]两市早盘低开低走，再度调整！雄安概念王中王表现出色，连续六连板！本大都督麾下猛将中国建筑二傍上金主！一遇风云便化龙！冲击涨停，勇创新高，甚感欣慰！锁定金鼎股战场，你的股市人生从此与众不同，午后不见不散！郑重声明：本直播所关注板块或个股均属于盘面解盘及盘中关注，或盘中实时分析。均不属于推荐，据此操作，风险自负！
