1492752911000[,,,,,,]$广州发展(SH600098)$8.5有那么难吗
1488953633000[,,,,,,]$广州发展(SH600098)$ 别怂！
1488953303000[,,,,,,]$广州发展(SH600098)$ 帅呆了.
1488953134000[,,,,,,]$广州发展(SH600098)$ 跌跌停停，啥意思啊？ 
1488952691000[,,,,,,]$广州发展(SH600098)$ 我顶你！
1488952570000[,,,,,,]$广州发展(SH600098)$ 尾盘拉涨停！
1488952497000[,,,,,,]$广州发展(SH600098)$ 这种交易额真心有点可怕
1488952432000[,,,,,,]$广州发展(SH600098)$真的很阴险啊，七八万手成交几百手就撤几万手装作有人在翘板这么急着出，等几天看看有啥新闻好了，大资金毕竟是门路最多的
1488952164000[,,,,,,]$广州发展(SH600098)$这是大戏啊，昨天少了4.5亿融资，这还是我们看得见的
1488951821000[,,,,,,]$广州发展(SH600098)$成交千把手，撤单万把手，这是铁了心要出货啊，昨天还故意拉涨停。大资金肯定消息比我等小散灵，看来是明天割肉然后删自选了
1488951793000[,,,,,,]广州发展从昨天涨停到跌停，目前高位股风险较大大家谨慎。
1488951497000[,,,,,,]$广州发展(SH600098)$ 安心跌停好吗？被套了我认了。
1488951478000[,,,,,,]$广州发展(SH600098)$  动不动就是涨停跌停  这么凶！  抄底也是需要勇气的啊
1488951211000[,,,,,,]$广州发展(SH600098)$我就静静的看你们冲进去被套
1488951165000[,,,,,,]$广州发展(SH600098)$ 会玩，大资金互怼，散户跟着受伤
1488951018000[,,,,,,]广州发展这种机构重仓股，我没算错的话实际流通筹码在6亿股左右，两天换手率已经超过60%了。特么两会期间不是机构不让大笔卖出吗？竟然还有如此车震？还是说另有其人啊？ 
1488950760000[,,,,,,]$广州发展(SH600098)$大牛股，静静的看你装逼
1488950712000[,,,,,,]$上证指数(SH000001)$$广州发展(SH600098)$体现出现在股市的价值
1488950547000[,,,,,,]$广州发展(SH600098)$辛亏跑了
1488949901000[,,,,,,]$广州发展(SH600098)$ 预备唱，天地悠悠 过客匆匆 潮起又潮落
1488949838000[,,,,,,]$广州发展(SH600098)$手机交易委托撤单做2次都没撤了，都成交了
1488948691000[,,,,,,]$广州发展(SH600098)$这是个阴阳板
1488948246000[,,,,,,]$广州发展(SH600098)$达华智能股东发来贺电，好基友，照我走
1488948151000[,,,,,,]3-8 午评。热点是什么。能吃么？今天联通冲击涨停，当然是有消息刺激的。但是这种票，我认为是不适合大多数散户的。因为你光看贼吃肉，没见贼挨打。这种大票，连扳绝无可能，对把。大家心知肚明。但是你为了一时的涨幅，而忘记了他本身是慢涨的属性。没有钓鱼的耐心，却又吃鱼的冲动。最后就是鱼没钓到还浪费了时间。即使今天大涨收盘，后面又是横盘4-5天。适合你吗？如果你是这种慢性子的人，那么应该早就介入联通了。而不是今天。今天追涨的，后面就是被折磨好几天的。三思。军工也有起来，但没有强力股性的票做龙头。难以持久。所以市场资金退而求其次。选择了股性好的妖股来做。首当其冲，太阳电缆。对吧。无可否认的曾经妖股。而罗顿发展，也算是近期市场比较关注的。昨天经过剧烈洗盘之后把很多获利盘都干掉了。今天强势反包。说明得到了游资的认可。4天3版也算人气王了。宝塔实业，不用说都认识，曾经的人气王之一。27号涨停，经过两天休整洗盘，再度涨停，典型的N字结构，这种走法出现在底部。预示着还有一定的空间。从人气股被带动，说明了市场活跃资金已看清题材股的困境。回归可以集中市场注意力的个股。也就是必须是散户都认识的。前期大牛股。当然，庄股为主。这样的还有很多。利君股份(SZ:002651) 世龙实业(SZ:002748) 柘中股份(SZ:002346)都是地量横盘。随时可能放量跟随.市场一旦集中力量做妖股，那么题材股就陷入尴尬境地。也就是连28分化都不是了，变成19分化。除了老妖股，还有就是新次新里面的庄股。这些会逆市而动。而所有的日内热点都得不到散户响应。次日都成一日游结局。接着说昨天的次新板块。近期3天次新板块走的是非常的好。但有一个难题也非常难解决。那就是选择过多。选择过多导致谁也不服谁，导致无法合力做出龙头。那么表现在板块里面就是，拉到15-20个点之后，就无人接盘了。涨幅高度有限。与其接你高位的，不如随便拉一个低位的。是不是这个道理。选择过多，意味着大家都可以另立山头。那么我们做次新就要避免这种困境。坚决不碰已经底部起来20个点以上的。除非这个票是温州系早已占据，他们可以慢慢洗盘。而一旦是游资票，那么有涨幅之后就会迅速被抛弃，从而选择别的低位票。这一点一定要看明白。所以判断是否庄股次新非常重要。这需要一定的经验。而题材接力的次新，只需要看涨幅即可。涨幅不大，底部起来10个点以内，有连续放量迹象就可以大胆参与。好了，基本说完。题材轮动这边。AI明显走弱了。和锂电的节奏一样。写入国策的题材，不应该就这么点涨幅。我认为中长线还是有盼头的。但短线，应该先回避近期维稳时间。锂电基本就这样了。轮动补涨结束，过几天大家又忘记了。而需要注意的是，大基建经过横盘。可能3天内又会有一段反弹行情。龙头天山股份已经连续缩量.13附近是ma20和前一个箱体的双重支撑。我已做好低吸被埋的准备。请主力使劲砸下来。谢谢。最后大家看看昨天点评的广州发展。是不是我见过最长的路就是你的套路。能救到几个是几个了。   
1488948147000[,,,,,,]$广州发展(SH600098)$套死了！！！唉
1488947349000[,,,,,,]$广州发展(SH600098)$大坑
1488947273000[,,,,,,]庄股：罗顿发展、太阳电缆、宝塔实业。都是前期强势的妖股、庄股反抽。：受萨德影响，天和防务强势上板，可惜跟风力度很弱，午前被砸开，看看后续有没有修板或跟风。：混改落地，中国联通午前冲板被砸，前期混改的强势股两面针、佳电股份有跟风。：昨天机构在买的宣亚国际今天点了板，其它涨跌互现，虽说力度不强，但相比其它概念已经很不错了。：还真是那个套路，江阴银行打先锋给老大开路，然后张家港行再板，马上接近妖股极限了，注意风险。：昨天的常宝股份今天给了肉，不错了已经；云意电气止跌；花王股份在调整；：国中水务虽然没给肉但也能全身而退。：国风塑业冲高翻绿，基本没戏了。：深赤湾A闷了，广州发展直接奔跌停了。：标的集中在次新、军工、混改，不过鉴于最近一日游的行情，还是谨慎操作。
1488944894000[,,,,,,]$国中水务(SH600187)$ 不知道昨天有几个人看到了我的收评，看看现在的国中水务和 $广州发展(SH600098)$ 吧，再说一遍，这两个票有筹码的赶紧出，没筹码的删自选，再找别的标的吧，市场是机会多得是，不要拘泥于此了，风险已经远大于收益，何必呢。
1488944676000[,,,,,,]$新奥股份(SH600803)$ 被$广州发展(SH600098)$ 带坑里了，估计$皖天然气(SH603689)$ 也要被翻车。
1488944167000[,,,,,,]$广州发展(SH600098)$ 牛逼。
1488943917000[,,,,,,] 昨天涨停今天跌停，昨天卖少了。昨天的换手率接近10%，今天估计要超过10，这是要干什么呢？
1488943648000[,,,,,,] 这是怎么回事呢？ 放量涨停，然后放量跌停。昨天那样升法，还以为进去的资金很有实力
1488943579000[,,,,,,] 每次这种涨停次日跌停的走法，到底是为了什么？
1488943422000[,,,,,,]开盘竞价跑了  ，近期打板吃肉好难，管手。幸亏广州跑的快，不然就是大面啊
1488942963000[,,,,,,]$广州发展(SH600098)$ 膜拜一下，昨天各路大V写的分析，今天能用上？？？？？？？
1488942916000[,,,,,,]$广州发展(SH600098)$ 这股就不能买，印象中这不是第一次从涨停到跌停了，都没记住吗
1488942789000[,,,,,,]$广州发展(SH600098)$和渝开发的跌板出货一个怂样
1488942762000[,,,,,,]$广州发展(SH600098)$ 巨量震荡，涨停到跌停。有没有问题？不怕被查吗？
1488942254000[,,,,,,]$广州发展(SH600098)$ 昨天的收评不知道几个人看到了，希望能多救一个 
1488942138000[,,,,,,]$广州发展(SH600098)$股票这么玩，谁是保护伞？
1488941886000[,,,,,,]$珠江啤酒(SZ002461)$$北巴传媒(SH600386)$$厦门港务(SZ000905)$广州发展被有钱人玩残了，不想去趟浑水，只能瞄你们了。
1488941676000[,,,,,,]$广州发展(SH600098)$在玩什么把戏？
1488941663000[,,,,,,]$广州发展(SH600098)$ 真是打板族噩梦啊……
1488941597000[,,,,,,]$广州发展(SH600098)$
1488941556000[,,,,,,]$广州发展(SH600098)$ 11.20来一些
1488941510000[,,,,,,]$广州发展(SH600098)$ 这是不是得查下谁拉的局？
